cells	groups	lr	nperm	exact_seconds	graph_edges	exact_records	official_records	active_jaccard	max_abs_probability_difference	exact_pvalue_fraction	max_abs_pvalue_difference	significance_threshold_disagreements
1000	12	133	100	0.276	9932	655	655	1	3.46944695195361e-18	1	0	0
