glm_significant	lmm_significant	overlap_significant	significant_jaccard	estimate_spearman_ok	direction_agreement_ok	lmm_ok	lmm_non_singular	lmm_significant_non_singular
4172	5158	4109	0.787013981995786	0.996739171161548	0.992839304826461	39242	21934	3270
