"cohort"	"samples"	"patients"	"control_samples"	"disease_samples"	"model_glm"	"model_lmm"	"coefficient"	"features"	"elapsed_seconds"	"invocation_elapsed_seconds"	"chunks_fitted_this_invocation"	"total_chunks"	"elapsed_scope"	"workers"	"native_threads_per_worker"	"glm_ok"	"lmm_ok"	"lmm_convergence_warning"	"lmm_numerical_failure"	"lmm_fit_failed"	"lmm_rank_deficient"	"lmm_insufficient_nonzero"	"lmm_insufficient_zero_support"	"lmm_insufficient_variation"	"lmm_singular"	"lmm_non_singular"	"max_zero_fraction"	"min_response_sd"	"rank_tolerance"	"optimizer_sequence"	"p_method"	"fdr_method"	"source_md5"
"GSE250346"	45	35	10	35	"log1p(score) ~ condition"	"log1p(score) ~ condition + (1 | patient)"	"conditionDisease"	50040	NA	2.091	0	1001	"Excludes input loading; elapsed_seconds is NA on checkpoint resume"	32	1	41846	39570	1984	292	0	0	8194	0	0	17308	22262	0.98	1e-12	1e-10	"bobyqa,nloptwrap,Nelder_Mead"	"Wald_normal"	"BH_over_all_status_ok"	"5bffbc01532d1b8c1f0ee49cbfbcf449"
