"glm_significant"	"lmm_significant"	"overlap_significant"	"significant_jaccard"	"estimate_spearman_ok"	"direction_agreement_ok"	"paired_valid_features"	"lmm_ok"	"lmm_non_singular"	"lmm_significant_non_singular"
4172	5147	4108	0.788332373824602	0.996623116565755	0.992822845590093	39570	39570	22262	3266
